p1_rtt,p1_cwnd,p1_inf,p2_rtt,p2_cwnd,p2_inf,GoodputImproved,Goodput,selected path,reward
74.3,65.7,22950,88.197,588.38,486000,Yes,3858780,1,1
88.197,588.38,487350,74.3,65.7,22950,Yes,3860240,0,1
88.197,588.38,488700,74.3,65.7,22950,Yes,3861700,1,1
88.197,588.38,488700,74.3,65.7,24300,Yes,3863160,0,1
88.197,588.38,490050,74.3,65.7,24300,Yes,3864620,1,1
88.197,588.38,490050,74.3,65.7,25650,Yes,3866080,0,1
88.197,588.38,491400,74.3,65.7,25650,Yes,3867540,1,1
74.3,65.7,27000,88.197,588.38,491400,Yes,3869000,0,1
88.197,588.38,491400,74.3,65.7,28350,Yes,3870460,1,1
88.197,588.38,491400,74.3,65.7,29700,Yes,3871920,0,1
74.3,65.7,29700,88.197,588.38,492750,Yes,3873380,1,1
88.197,588.38,494100,74.3,65.7,29700,Yes,3874840,0,1
88.197,588.38,495450,74.3,65.7,29700,Yes,3876300,1,1
88.197,588.38,495450,74.3,65.7,31050,Yes,3877760,0,1
88.197,588.38,496800,74.3,65.7,31050,Yes,3879220,1,1
88.197,588.38,496800,74.3,65.7,32400,Yes,3880680,0,1
88.197,588.38,498150,74.3,65.7,32400,Yes,3882140,1,1
88.197,588.38,498150,74.3,65.7,33750,Yes,3883600,0,1
88.197,588.38,499500,74.3,65.7,33750,Yes,3885060,1,1
74.3,65.7,35100,88.197,588.38,499500,Yes,3886520,0,1
74.3,65.7,36450,88.197,588.38,499500,Yes,3887980,1,1
88.197,588.38,500850,74.3,65.7,36450,Yes,3889440,0,1
88.197,588.38,502200,74.3,65.7,36450,Yes,3890900,1,1
88.197,588.38,502200,74.3,65.7,37800,Yes,3892360,0,1
74.3,65.7,37800,88.197,588.38,503550,Yes,3893820,1,1
88.197,588.38,504900,74.3,65.7,37800,Yes,3895280,0,1
88.197,588.38,506250,74.3,65.7,37800,Yes,3896740,1,1
88.197,588.38,506250,74.3,65.7,39150,Yes,3898200,0,1
88.197,588.38,507600,74.3,65.7,39150,Yes,3899660,1,1
88.197,588.38,507600,74.3,65.7,40500,Yes,3901120,0,1
88.197,588.38,508950,74.3,65.7,40500,Yes,3902580,1,1
88.197,588.38,508950,74.3,65.7,41850,Yes,3904040,0,1
88.197,588.38,510300,74.3,65.7,41850,Yes,3905500,1,1
88.197,588.38,510300,74.3,65.7,43200,Yes,3906960,0,1
88.197,588.38,511650,74.3,65.7,43200,Yes,3908420,1,1
88.197,588.38,511650,74.3,65.7,44550,Yes,3909880,0,1
88.197,588.38,513000,74.3,65.7,44550,Yes,3911340,1,1
88.197,588.38,513000,74.3,65.7,45900,Yes,3912800,0,1
88.197,588.38,514350,74.3,65.7,45900,Yes,3914260,1,1
74.3,65.7,47250,88.197,588.38,514350,Yes,3915720,0,1
88.197,588.38,514350,74.3,65.7,48600,Yes,3917180,1,1
88.197,588.38,514350,74.3,65.7,49950,Yes,3918640,0,1
88.197,588.38,515700,74.3,65.7,49950,Yes,3920100,1,1
88.197,588.38,515700,74.3,65.7,51300,Yes,3921560,0,1
74.3,65.7,51300,88.197,588.38,517050,Yes,3923020,1,1
74.3,65.7,51300,88.197,588.38,518400,Yes,3924480,0,1
88.197,588.38,518400,74.3,65.7,52650,Yes,3925940,1,1
88.197,588.38,518400,74.3,65.7,54000,Yes,3927400,0,1
88.197,588.38,519750,74.3,65.7,54000,Yes,3928860,1,1
88.197,588.38,519750,74.3,65.7,55350,Yes,3930320,0,1
88.197,588.38,521100,74.3,65.7,55350,Yes,3931780,1,1
88.197,588.38,521100,74.3,65.7,56700,Yes,3933240,0,1
88.197,588.38,522450,74.3,65.7,56700,Yes,3934700,1,1
88.197,588.38,522450,74.3,65.7,58050,Yes,3936160,0,1
74.3,65.7,58050,88.197,588.38,523800,Yes,3937620,1,1
88.197,588.38,525150,74.3,65.7,58050,Yes,3939080,0,1
74.3,65.7,58050,88.197,588.38,526500,Yes,3940540,1,1
88.197,588.38,527850,74.3,65.7,58050,Yes,3942000,0,1
88.197,588.38,529200,74.3,65.7,58050,Yes,3943460,1,1
88.197,588.38,529200,74.3,65.7,59400,Yes,3944920,0,1
74.3,65.7,59400,88.197,588.38,530550,Yes,3946380,1,1
88.197,588.38,531900,74.3,65.7,59400,Yes,3947840,0,1
88.197,588.38,533250,74.3,65.7,59400,Yes,3949300,1,1
88.197,588.38,533250,74.3,65.7,60750,Yes,3950760,0,1
74.3,65.7,60750,88.197,588.38,534600,Yes,3952220,1,1
88.197,588.38,535950,74.3,65.7,60750,Yes,3953680,0,1
74.3,65.7,60750,88.197,588.38,537300,Yes,3955140,1,1
88.197,588.38,538650,74.3,65.7,60750,Yes,3956600,0,1
88.197,588.38,540000,74.3,65.7,60750,Yes,3958060,1,1
88.197,588.38,540000,74.3,65.7,62100,Yes,3959520,0,1
88.197,588.38,541350,74.3,65.7,62100,Yes,3960980,1,1
88.197,588.38,541350,74.3,65.7,63450,Yes,3962440,0,1
74.3,65.7,63450,88.197,588.38,542700,Yes,3963900,1,1
88.197,588.38,544050,74.3,65.7,63450,Yes,3965360,0,1
88.197,588.38,545400,74.3,65.7,63450,Yes,3966820,1,1
74.3,65.7,64800,88.197,588.38,545400,Yes,3968280,0,1
120.54,588.38,454844,74.168,65.7,64800,Yes,4312840,1,1
120.518,588.38,452144,74.168,65.7,64800,No,4312840,0,-1
120.518,588.38,452144,74.154,65.7,62100,No,4312840,0,-1
120.562,588.38,449444,74.154,65.7,62100,No,4312840,0,-1
120.562,588.38,449444,74.15,65.7,59400,No,4312840,0,-1
120.452,588.38,446744,74.15,65.7,59400,No,4312840,0,-1
120.588,588.38,444044,74.15,65.7,59400,No,4312840,0,-1
120.588,588.38,444044,74.221,65.7,56700,No,4312840,0,-1
74.169,65.7,54000,120.588,588.38,444044,No,4312840,0,-1
120.581,588.38,441344,74.169,65.7,54000,No,4312840,0,-1
120.581,588.38,441344,74.155,65.7,51300,No,4312840,0,-1
120.569,588.38,438644,74.155,65.7,51300,No,4312840,0,-1
120.569,588.38,438644,74.178,65.7,48600,No,4312840,0,-1
74.147,65.7,45900,120.569,588.38,438644,No,4312840,0,-1
74.147,65.7,45900,120.569,588.38,435944,No,4312840,0,-1
120.569,588.38,435944,74.221,65.7,43200,No,4312840,0,-1
120.559,588.38,433244,74.221,65.7,43200,No,4312840,0,-1
120.559,588.38,433244,74.147,65.7,40500,No,4312840,0,-1
120.559,588.38,433244,74.191,65.7,37800,No,4312840,0,-1
120.576,588.38,430544,74.191,65.7,37800,No,4312840,0,-1
120.576,588.38,430544,74.154,65.7,35100,No,4312840,0,-1
120.576,588.38,430544,74.149,65.7,32400,No,4312840,0,-1
120.589,588.38,427844,74.149,65.7,32400,No,4312840,0,-1
120.589,588.38,427844,74.198,65.7,29700,No,4312840,0,-1
120.285,588.38,425144,74.198,65.7,29700,No,4312840,0,-1
120.285,588.38,425144,74.153,65.7,27000,No,4312840,0,-1
120.285,588.38,425144,74.156,65.7,24300,No,4312840,0,-1
120.256,588.38,422444,74.156,65.7,24300,No,4312840,0,-1
120.256,588.38,422444,74.147,65.7,21600,No,4312840,0,-1
120.256,588.38,422444,74.194,65.7,18900,No,4312840,0,-1
120.294,588.38,419744,74.194,65.7,18900,No,4312840,0,-1
74.235,65.7,16200,120.294,588.38,419744,No,4312840,0,-1
120.294,588.38,419744,74.235,65.7,16200,No,4312840,0,-1
74.146,65.7,13500,120.294,588.38,419744,No,4312840,0,-1
120.325,588.38,417044,74.146,65.7,13500,No,4312840,0,-1
120.325,588.38,417044,74.172,65.7,10800,No,4312840,0,-1
120.325,588.38,417044,74.189,65.7,8100,No,4312840,0,-1
120.304,588.38,414344,74.189,65.7,8100,No,4312840,0,-1
120.304,588.38,414344,74.189,65.7,8100,No,4312840,0,-1
120.304,588.38,414344,74.156,65.7,5400,No,4312840,0,-1
120.304,588.38,414344,74.156,65.7,5400,No,4312840,0,-1
120.304,588.38,414344,74.156,65.7,5400,Yes,4314300,0,1
120.304,588.38,414344,74.199,65.7,2700,No,4314300,1,-1
74.199,65.7,2700,120.51,588.38,411644,No,4314300,1,-1
120.325,588.38,408944,74.199,65.7,2700,No,4314300,1,-1
120.325,588.38,408944,74.254,65.7,0,No,4314300,1,-1
74.254,65.7,0,120.325,588.38,408944,No,4314300,1,-1
120.325,588.38,408944,74.254,65.7,0,No,4314300,1,-1
120.325,588.38,408944,74.254,65.7,0,No,4314300,1,-1
74.254,65.7,0,120.325,588.38,408944,No,4314300,1,-1
120.325,588.38,407594,74.254,65.7,0,No,4314300,1,-1
120.325,588.38,407594,74.254,65.7,0,Yes,4315760,1,1
120.325,588.38,407594,74.254,65.7,0,Yes,4317220,0,1
84.423,588.38,404894,74.254,65.7,0,No,4317220,1,-1
84.469,588.38,402194,74.254,65.7,0,No,4317220,1,-1
84.469,588.38,402194,74.254,65.7,0,No,4317220,1,-1
84.469,588.38,402194,74.254,65.7,1350,Yes,4318680,1,1
84.469,588.38,402194,74.254,65.7,2700,Yes,4320140,0,1
74.254,65.7,2700,84.469,588.38,403544,Yes,4321600,1,1
84.469,588.38,404894,74.254,65.7,2700,Yes,4323060,0,1
84.469,588.38,406244,74.254,65.7,2700,Yes,4324520,1,1
84.469,588.38,406244,74.254,65.7,4050,Yes,4325980,0,1
84.469,588.38,407594,74.254,65.7,4050,Yes,4327440,1,1
84.469,588.38,407594,74.254,65.7,5400,Yes,4328900,0,1
84.469,588.38,408944,74.254,65.7,5400,Yes,4330360,1,1
84.469,588.38,408944,74.254,65.7,6750,Yes,4331820,0,1
84.469,588.38,410294,74.254,65.7,6750,Yes,4333280,1,1
84.469,588.38,410294,74.254,65.7,8100,Yes,4334740,0,1
84.469,588.38,411644,74.254,65.7,8100,Yes,4336200,1,1
84.469,588.38,411644,74.254,65.7,9450,Yes,4337660,0,1
84.469,588.38,412994,74.254,65.7,9450,Yes,4339120,1,1
74.254,65.7,10800,84.469,588.38,412994,Yes,4340580,0,1
84.469,588.38,412994,74.254,65.7,12150,Yes,4342040,1,1
84.469,588.38,412994,74.254,65.7,13500,Yes,4343500,0,1
84.469,588.38,414344,74.254,65.7,13500,Yes,4344960,1,1
84.469,588.38,414344,74.254,65.7,14850,Yes,4346420,0,1
84.469,588.38,415694,74.254,65.7,14850,Yes,4347880,1,1
84.469,588.38,415694,74.254,65.7,16200,Yes,4349340,0,1
84.469,588.38,417044,74.254,65.7,16200,Yes,4350800,1,1
84.469,588.38,417044,74.254,65.7,17550,Yes,4352260,0,1
84.469,588.38,418394,74.254,65.7,17550,Yes,4353720,1,1
84.469,588.38,418394,74.254,65.7,18900,Yes,4355180,0,1
74.254,65.7,18900,84.469,588.38,419744,Yes,4356640,1,1
74.254,65.7,18900,84.469,588.38,421094,Yes,4358100,0,1
84.469,588.38,421094,74.254,65.7,20250,Yes,4359560,1,1
74.254,65.7,21600,84.469,588.38,421094,Yes,4361020,0,1
84.469,588.38,421094,74.254,65.7,22950,Yes,4362480,1,1
84.469,588.38,421094,74.254,65.7,24300,Yes,4363940,0,1
84.469,588.38,422444,74.254,65.7,24300,Yes,4365400,1,1
84.469,588.38,422444,74.254,65.7,25650,Yes,4366860,0,1
84.469,588.38,423794,74.254,65.7,25650,Yes,4368320,1,1
84.469,588.38,423794,74.254,65.7,27000,Yes,4369780,0,1
84.469,588.38,425144,74.254,65.7,27000,Yes,4371240,1,1
84.469,588.38,425144,74.254,65.7,28350,Yes,4372700,0,1
84.469,588.38,426494,74.254,65.7,28350,Yes,4374160,1,1
84.469,588.38,426494,74.254,65.7,29700,Yes,4375620,0,1
84.469,588.38,427844,74.254,65.7,29700,Yes,4377080,1,1
84.469,588.38,427844,74.254,65.7,31050,Yes,4378540,0,1
84.469,588.38,429194,74.254,65.7,31050,Yes,4380000,1,1
84.469,588.38,429194,74.254,65.7,32400,Yes,4381460,0,1
84.469,588.38,430544,74.254,65.7,32400,Yes,4382920,1,1
84.469,588.38,430544,74.254,65.7,33750,Yes,4384380,0,1
84.469,588.38,431894,74.254,65.7,33750,Yes,4385840,1,1
74.254,65.7,35100,84.469,588.38,431894,Yes,4387300,0,1
84.469,588.38,431894,74.254,65.7,36450,Yes,4388760,1,1
84.469,588.38,431894,74.254,65.7,37800,Yes,4390220,0,1
84.469,588.38,433244,74.254,65.7,37800,Yes,4391680,1,1
84.469,588.38,433244,74.254,65.7,39150,Yes,4393140,0,1
84.469,588.38,434594,74.254,65.7,39150,Yes,4394600,1,1
74.254,65.7,40500,84.469,588.38,434594,Yes,4396060,0,1
84.469,588.38,434594,74.254,65.7,41850,Yes,4397520,1,1
84.469,588.38,434594,74.254,65.7,43200,Yes,4398980,0,1
84.469,588.38,435944,74.254,65.7,43200,Yes,4400440,1,1
74.254,65.7,44550,84.469,588.38,435944,Yes,4401900,0,1
84.469,588.38,435944,74.254,65.7,45900,Yes,4403360,1,1
84.469,588.38,435944,74.254,65.7,47250,Yes,4404820,0,1
84.469,588.38,437294,74.254,65.7,47250,Yes,4406280,1,1
84.469,588.38,437294,74.254,65.7,48600,Yes,4407740,0,1
84.469,588.38,438644,74.254,65.7,48600,Yes,4409200,1,1
84.469,588.38,438644,74.254,65.7,49950,Yes,4410660,0,1
84.469,588.38,439994,74.254,65.7,49950,Yes,4412120,1,1
84.469,588.38,439994,74.254,65.7,51300,Yes,4413580,0,1
84.469,588.38,441344,74.254,65.7,51300,Yes,4415040,1,1
84.469,588.38,441344,74.254,65.7,52650,Yes,4416500,0,1
84.469,588.38,442694,74.254,65.7,52650,Yes,4417960,1,1
84.469,588.38,442694,74.254,65.7,54000,Yes,4419420,0,1
84.469,588.38,444044,74.254,65.7,54000,Yes,4420880,1,1
84.469,588.38,444044,74.254,65.7,55350,Yes,4422340,0,1
84.469,588.38,445394,74.254,65.7,55350,Yes,4423800,1,1
84.469,588.38,445394,74.254,65.7,56700,Yes,4425260,0,1
84.469,588.38,446744,74.254,65.7,56700,Yes,4426720,1,1
84.469,588.38,446744,74.254,65.7,58050,Yes,4428180,0,1
84.469,588.38,448094,74.254,65.7,58050,Yes,4429640,1,1
84.469,588.38,448094,74.254,65.7,59400,Yes,4431100,0,1
84.469,588.38,449444,74.254,65.7,59400,Yes,4432560,1,1
84.469,588.38,449444,74.254,65.7,60750,Yes,4434020,0,1
84.469,588.38,450794,74.254,65.7,60750,Yes,4435480,1,1
84.469,588.38,450794,74.254,65.7,62100,Yes,4436940,0,1
74.254,65.7,62100,84.469,588.38,452144,Yes,4438400,1,1
74.254,65.7,62100,84.469,588.38,453494,Yes,4439860,0,1
84.469,588.38,453494,74.254,65.7,63450,Yes,4441320,1,1
84.469,588.38,453494,74.254,65.7,64800,Yes,4442780,0,1
84.469,588.38,454844,74.254,65.7,64800,Yes,4444240,1,1
120.397,588.38,470922,74.195,65.7,64800,Yes,4841360,0,1
120.364,588.38,468222,74.195,65.7,64800,No,4841360,1,-1
120.364,588.38,468222,74.275,65.7,62100,No,4841360,1,-1
120.364,588.38,468222,74.174,65.7,59400,No,4841360,1,-1
120.305,588.38,465522,74.174,65.7,59400,No,4841360,1,-1
120.305,588.38,465522,74.169,65.7,56700,No,4841360,1,-1
120.305,588.38,465522,74.178,65.7,54000,No,4841360,1,-1
120.287,588.38,462822,74.178,65.7,54000,No,4841360,1,-1
120.287,588.38,462822,74.163,65.7,51300,No,4841360,1,-1
120.287,588.38,462822,74.147,65.7,48600,No,4841360,1,-1
120.461,588.38,460122,74.147,65.7,48600,No,4841360,1,-1
120.461,588.38,460122,74.159,65.7,45900,No,4841360,1,-1
120.461,588.38,460122,74.273,65.7,43200,No,4841360,1,-1
120.37,588.38,457422,74.273,65.7,43200,No,4841360,1,-1
120.37,588.38,457422,74.335,65.7,40500,No,4841360,1,-1
120.37,588.38,457422,74.335,65.7,37800,No,4841360,1,-1
120.313,588.38,454722,74.335,65.7,37800,No,4841360,1,-1
74.335,65.7,37800,120.313,588.38,454722,No,4841360,1,-1
120.313,588.38,454722,74.335,65.7,37800,Yes,4842820,1,1
120.313,588.38,454722,74.336,65.7,35100,No,4842820,0,-1
120.313,588.38,454722,74.364,65.7,32400,No,4842820,0,-1
120.285,588.38,452022,74.364,65.7,32400,No,4842820,0,-1
120.285,588.38,452022,74.475,65.7,29700,No,4842820,0,-1
120.285,588.38,452022,74.486,65.7,27000,No,4842820,0,-1
120.285,588.38,452022,74.547,65.7,24300,No,4842820,0,-1
120.247,588.38,449322,74.547,65.7,24300,No,4842820,0,-1
120.247,588.38,449322,74.859,65.7,21600,No,4842820,0,-1
120.359,588.38,446622,74.859,65.7,21600,No,4842820,0,-1
120.359,588.38,446622,74.939,65.7,18900,No,4842820,0,-1
120.359,588.38,446622,74.752,65.7,16200,No,4842820,0,-1
120.359,588.38,446622,74.752,65.7,16200,No,4842820,0,-1
120.359,588.38,446622,74.801,65.7,13500,No,4842820,0,-1
120.377,588.38,443922,74.801,65.7,13500,No,4842820,0,-1
120.377,588.38,443922,74.837,65.7,10800,No,4842820,0,-1
120.377,588.38,443922,74.785,65.7,8100,No,4842820,0,-1
120.377,588.38,443922,74.783,65.7,5400,No,4842820,0,-1
120.325,588.38,441222,74.783,65.7,5400,No,4842820,0,-1
120.325,588.38,441222,74.751,65.7,2700,No,4842820,0,-1
120.325,588.38,441222,74.828,65.7,0,No,4842820,0,-1
120.292,588.38,438522,74.828,65.7,0,No,4842820,0,-1
120.044,588.38,435822,74.828,65.7,0,No,4842820,0,-1
120.258,588.38,433122,74.828,65.7,0,No,4842820,0,-1
120.246,588.38,430422,74.828,65.7,0,No,4842820,0,-1
120.339,588.38,427722,74.828,65.7,0,No,4842820,0,-1
120.306,588.38,425022,74.828,65.7,0,No,4842820,0,-1
120.361,588.38,422322,74.828,65.7,0,No,4842820,0,-1
120.293,588.38,419622,74.828,65.7,0,No,4842820,0,-1
120.34,588.38,416922,74.828,65.7,0,No,4842820,0,-1
120.3,588.38,414222,74.828,65.7,0,No,4842820,0,-1
120.252,588.38,411657,74.828,65.7,0,No,4842820,0,-1
120.252,588.38,411657,74.828,65.7,0,No,4842820,0,-1
120.252,588.38,411657,74.828,65.7,0,Yes,4844280,0,1
84.835,588.38,410278,74.828,65.7,0,No,4844280,1,-1
85.225,588.38,407578,74.828,65.7,0,No,4844280,1,-1
85.513,588.38,404878,74.828,65.7,0,No,4844280,1,-1
85.513,588.38,404878,74.828,65.7,0,No,4844280,1,-1
85.513,588.38,404878,74.828,65.7,1350,Yes,4845740,1,1
85.513,588.38,404878,74.828,65.7,2700,Yes,4847200,0,1
85.513,588.38,406228,74.828,65.7,2700,Yes,4848660,1,1
85.513,588.38,406228,74.828,65.7,4050,Yes,4850120,0,1
85.513,588.38,407578,74.828,65.7,4050,Yes,4851580,1,1
74.828,65.7,5400,85.513,588.38,407578,Yes,4853040,0,1
85.513,588.38,407578,74.828,65.7,6750,Yes,4854500,1,1
85.513,588.38,407578,74.828,65.7,8100,Yes,4855960,0,1
85.513,588.38,408928,74.828,65.7,8100,Yes,4857420,1,1
85.513,588.38,408928,74.828,65.7,9450,Yes,4858880,0,1
85.513,588.38,410278,74.828,65.7,9450,Yes,4860340,1,1
85.513,588.38,410278,74.828,65.7,10800,Yes,4861800,0,1
85.513,588.38,411628,74.828,65.7,10800,Yes,4863260,1,1
85.513,588.38,411628,74.828,65.7,12150,Yes,4864720,0,1
85.513,588.38,412978,74.828,65.7,12150,Yes,4866180,1,1
85.513,588.38,412978,74.828,65.7,13500,Yes,4867640,0,1
85.513,588.38,414328,74.828,65.7,13500,Yes,4869100,1,1
85.513,588.38,414328,74.828,65.7,14850,Yes,4870560,0,1
85.513,588.38,415678,74.828,65.7,14850,Yes,4872020,1,1
85.513,588.38,415678,74.828,65.7,16200,Yes,4873480,0,1
74.828,65.7,16200,85.513,588.38,417028,Yes,4874940,1,1
85.513,588.38,418378,74.828,65.7,16200,Yes,4876400,0,1
85.513,588.38,419728,74.828,65.7,16200,Yes,4877860,1,1
85.513,588.38,419728,74.828,65.7,17550,Yes,4879320,0,1
85.513,588.38,421078,74.828,65.7,17550,Yes,4880780,1,1
85.513,588.38,421078,74.828,65.7,18900,Yes,4882240,0,1
74.828,65.7,18900,85.513,588.38,422428,Yes,4883700,1,1
74.828,65.7,18900,85.513,588.38,423778,Yes,4885160,0,1
85.513,588.38,423778,74.828,65.7,20250,Yes,4886620,1,1
74.828,65.7,21600,85.513,588.38,423778,Yes,4888080,0,1
74.828,65.7,22950,85.513,588.38,423778,Yes,4889540,1,1
85.513,588.38,425128,74.828,65.7,22950,Yes,4891000,0,1
85.513,588.38,426478,74.828,65.7,22950,Yes,4892460,1,1
85.513,588.38,426478,74.828,65.7,24300,Yes,4893920,0,1
85.513,588.38,427828,74.828,65.7,24300,Yes,4895380,1,1
85.513,588.38,427828,74.828,65.7,25650,Yes,4896840,0,1
85.513,588.38,429178,74.828,65.7,25650,Yes,4898300,1,1
85.513,588.38,429178,74.828,65.7,27000,Yes,4899760,0,1
85.513,588.38,430528,74.828,65.7,27000,Yes,4901220,1,1
85.513,588.38,430528,74.828,65.7,28350,Yes,4902680,0,1
85.513,588.38,431878,74.828,65.7,28350,Yes,4904140,1,1
85.513,588.38,431878,74.828,65.7,29700,Yes,4905600,0,1
85.513,588.38,433228,74.828,65.7,29700,Yes,4907060,1,1
85.513,588.38,433228,74.828,65.7,31050,Yes,4908520,0,1
85.513,588.38,434578,74.828,65.7,31050,Yes,4909980,1,1
85.513,588.38,434578,74.828,65.7,32400,Yes,4911440,0,1
85.513,588.38,435928,74.828,65.7,32400,Yes,4912900,1,1
85.513,588.38,435928,74.828,65.7,33750,Yes,4914360,0,1
85.513,588.38,437278,74.828,65.7,33750,Yes,4915820,1,1
85.513,588.38,437278,74.828,65.7,35100,Yes,4917280,0,1
85.513,588.38,438628,74.828,65.7,35100,Yes,4918740,1,1
85.513,588.38,438628,74.828,65.7,36450,Yes,4920200,0,1
85.513,588.38,439978,74.828,65.7,36450,Yes,4921660,1,1
74.828,65.7,37800,85.513,588.38,439978,Yes,4923120,0,1
85.513,588.38,439978,74.828,65.7,39150,Yes,4924580,1,1
85.513,588.38,439978,74.828,65.7,40500,Yes,4926040,0,1
85.513,588.38,441328,74.828,65.7,40500,Yes,4927500,1,1
85.513,588.38,441328,74.828,65.7,41850,Yes,4928960,0,1
85.513,588.38,442678,74.828,65.7,41850,Yes,4930420,1,1
85.513,588.38,442678,74.828,65.7,43200,Yes,4931880,0,1
85.513,588.38,444028,74.828,65.7,43200,Yes,4933340,1,1
85.513,588.38,444028,74.828,65.7,44550,Yes,4934800,0,1
85.513,588.38,445378,74.828,65.7,44550,Yes,4936260,1,1
85.513,588.38,445378,74.828,65.7,45900,Yes,4937720,0,1
85.513,588.38,446728,74.828,65.7,45900,Yes,4939180,1,1
85.513,588.38,446728,74.828,65.7,47250,Yes,4940640,0,1
85.513,588.38,448078,74.828,65.7,47250,Yes,4942100,1,1
85.513,588.38,448078,74.828,65.7,48600,Yes,4943560,0,1
85.513,588.38,449428,74.828,65.7,48600,Yes,4945020,1,1
85.513,588.38,449428,74.828,65.7,49950,Yes,4946480,0,1
85.513,588.38,450778,74.828,65.7,49950,Yes,4947940,1,1
85.513,588.38,450778,74.828,65.7,51300,Yes,4949400,0,1
85.513,588.38,452128,74.828,65.7,51300,Yes,4950860,1,1
85.513,588.38,452128,74.828,65.7,52650,Yes,4952320,0,1
85.513,588.38,453478,74.828,65.7,52650,Yes,4953780,1,1
74.828,65.7,54000,85.513,588.38,453478,Yes,4955240,0,1
85.513,588.38,453478,74.828,65.7,55350,Yes,4956700,1,1
74.828,65.7,56700,85.513,588.38,453478,Yes,4958160,0,1
85.513,588.38,453478,74.828,65.7,58050,Yes,4959620,1,1
85.513,588.38,453478,74.828,65.7,59400,Yes,4961080,0,1
85.513,588.38,454828,74.828,65.7,59400,Yes,4962540,1,1
85.513,588.38,454828,74.828,65.7,60750,Yes,4964000,0,1
85.513,588.38,456178,74.828,65.7,60750,Yes,4965460,1,1
85.513,588.38,456178,74.828,65.7,62100,Yes,4966920,0,1
85.513,588.38,457528,74.828,65.7,62100,Yes,4968380,1,1
74.828,65.7,63450,85.513,588.38,457528,Yes,4969840,0,1
85.513,588.38,457528,74.828,65.7,64800,Yes,4971300,1,1
120.615,588.38,529016,74.175,65.7,64800,Yes,5423900,0,1
120.615,588.38,529016,74.202,65.7,62100,No,5423900,1,-1
120.586,588.38,526316,74.202,65.7,62100,No,5423900,1,-1
120.586,588.38,526316,74.261,65.7,59400,No,5423900,1,-1
120.586,588.38,526316,74.317,65.7,56700,No,5423900,1,-1
120.576,588.38,523616,74.317,65.7,56700,No,5423900,1,-1
74.317,65.7,56700,120.576,588.38,523616,No,5423900,1,-1
120.576,588.38,523616,74.343,65.7,54000,No,5423900,1,-1
120.576,588.38,523616,74.271,65.7,51300,No,5423900,1,-1
120.623,588.38,520916,74.271,65.7,51300,No,5423900,1,-1
120.623,588.38,520916,74.169,65.7,48600,No,5423900,1,-1
120.508,588.38,518216,74.169,65.7,48600,No,5423900,1,-1
120.508,588.38,518216,74.183,65.7,45900,No,5423900,1,-1
120.508,588.38,518216,74.243,65.7,43200,No,5423900,1,-1
120.508,588.38,518216,74.224,65.7,40500,No,5423900,1,-1
120.653,588.38,515516,74.224,65.7,40500,No,5423900,1,-1
120.653,588.38,515516,74.167,65.7,37800,No,5423900,1,-1
120.574,588.38,512816,74.167,65.7,37800,No,5423900,1,-1
120.574,588.38,512816,74.149,65.7,35100,No,5423900,1,-1
120.574,588.38,512816,74.157,65.7,32400,No,5423900,1,-1
120.525,588.38,510116,74.157,65.7,32400,No,5423900,1,-1
120.525,588.38,510116,74.15,65.7,29700,No,5423900,1,-1
120.525,588.38,510116,74.215,65.7,27000,No,5423900,1,-1
120.557,588.38,507416,74.215,65.7,27000,No,5423900,1,-1
120.557,588.38,507416,74.263,65.7,24300,No,5423900,1,-1
120.557,588.38,507416,74.273,65.7,21600,No,5423900,1,-1
120.565,588.38,504716,74.273,65.7,21600,No,5423900,1,-1
120.565,588.38,504716,74.315,65.7,18900,No,5423900,1,-1
120.565,588.38,504716,74.286,65.7,16200,No,5423900,1,-1
120.565,588.38,504716,74.286,65.7,16200,No,5423900,1,-1
120.565,588.38,504716,74.293,65.7,13500,No,5423900,1,-1
120.575,588.38,502016,74.293,65.7,13500,No,5423900,1,-1
120.575,588.38,502016,74.344,65.7,10800,No,5423900,1,-1
120.575,588.38,502016,74.452,65.7,8100,No,5423900,1,-1
120.589,588.38,499316,74.452,65.7,8100,No,5423900,1,-1
120.589,588.38,499316,74.566,65.7,5400,No,5423900,1,-1
74.441,65.7,2700,120.589,588.38,499316,No,5423900,1,-1
120.588,588.38,496616,74.441,65.7,2700,No,5423900,1,-1
120.588,588.38,496616,74.524,65.7,0,No,5423900,1,-1
120.698,588.38,493916,74.524,65.7,0,No,5423900,1,-1
120.577,588.38,491216,74.524,65.7,0,No,5423900,1,-1
120.574,588.38,488516,74.524,65.7,0,No,5423900,1,-1
120.842,588.38,485816,74.524,65.7,0,No,5423900,1,-1
120.568,588.38,483116,74.524,65.7,0,No,5423900,1,-1
74.524,65.7,0,120.566,588.38,480416,No,5423900,1,-1
120.485,588.38,477716,74.524,65.7,0,No,5423900,1,-1
120.53,588.38,475016,74.524,65.7,0,No,5423900,1,-1
120.569,588.38,472316,74.524,65.7,0,No,5423900,1,-1
120.569,588.38,472316,74.524,65.7,0,No,5423900,1,-1
120.555,588.38,469616,74.524,65.7,0,Yes,5425360,1,1
74.524,65.7,0,120.508,588.38,466916,No,5425360,0,-1
120.504,588.38,464216,74.524,65.7,0,No,5425360,0,-1
120.717,588.38,461667,74.524,65.7,0,No,5425360,0,-1
