p1_rtt,p1_cwnd,p1_inf,p2_rtt,p2_cwnd,p2_inf,GoodputImproved,Goodput,selected path,reward
0,46.72,25,0,46.72,25,Yes,2920,0,1
0,46.72,74,0,46.72,80,Yes,4380,1,1
0,46.72,74,0,46.72,80,No,4380,0,-1
0,46.72,80,0,46.72,74,No,4380,0,-1
0,46.72,74,0,46.72,80,No,4380,0,-1
44.168,46.72,0,0,46.72,80,No,4380,0,-1
44.168,46.72,1350,0,46.72,80,Yes,5840,0,1
44.168,46.72,2700,0,46.72,80,Yes,7300,1,1
44.168,46.72,2700,0,46.72,1430,Yes,8760,0,1
44.168,46.72,4050,0,46.72,1430,Yes,10220,1,1
44.168,46.72,4050,0,46.72,2780,Yes,11680,0,1
44.168,46.72,5400,0,46.72,2780,Yes,13140,1,1
0,46.72,4130,44.168,46.72,5400,Yes,14600,0,1
44.168,46.72,5400,0,46.72,5480,Yes,16060,1,1
44.168,46.72,5400,0,46.72,6830,No,16060,0,-1
44.168,46.72,6750,0,46.72,6830,Yes,17520,0,1
44.168,46.72,8100,0,46.72,6830,Yes,18980,1,1
44.168,46.72,8100,0,46.72,8180,Yes,20440,0,1
44.168,46.72,9450,0,46.72,8180,Yes,21900,1,1
44.168,46.72,9450,0,46.72,9530,Yes,23360,0,1
44.168,46.72,10800,0,46.72,9530,Yes,24820,1,1
44.168,46.72,10800,0,46.72,10880,Yes,26280,0,1
0,46.72,10880,44.168,46.72,12150,Yes,27740,1,1
44.168,46.72,13500,0,46.72,10880,Yes,29200,0,1
44.168,46.72,14850,0,46.72,10880,Yes,30660,1,1
44.168,46.72,14850,0,46.72,12230,Yes,32120,0,1
44.168,46.72,16200,0,46.72,12230,Yes,33580,1,1
44.168,46.72,16200,0,46.72,13580,Yes,35040,0,1
44.168,46.72,17550,0,46.72,13580,Yes,36500,1,1
44.168,46.72,17550,0,46.72,14930,Yes,37960,0,1
0,46.72,14930,44.168,46.72,18900,Yes,39420,1,1
0,46.72,14930,44.168,46.72,19988,Yes,40880,0,1
44.168,46.72,19988,0,46.72,14959,Yes,42340,1,1
44.168,46.72,19988,74.251,46.72,14934,No,42340,0,-1
44.168,46.72,19988,74.251,46.72,14934,Yes,43800,0,1
74.251,46.72,14934,44.168,46.72,19988,No,43800,1,-1
44.168,46.72,19988,74.251,46.72,14934,No,43800,1,-1
74.133,46.72,14879,44.168,46.72,19988,No,43800,1,-1
44.168,46.72,19988,74.133,46.72,14879,No,43800,1,-1
44.168,46.72,19988,74.133,46.72,14879,Yes,45260,1,1
72.028,46.72,17288,74.133,46.72,14879,Yes,46720,0,1
72.039,46.72,14588,74.133,46.72,14879,No,46720,1,-1
72.508,46.72,11888,74.133,46.72,14879,No,46720,1,-1
72.86,46.72,9188,74.133,46.72,14879,No,46720,1,-1
73.366,46.72,6488,74.133,46.72,14879,No,46720,1,-1
73.873,46.72,3788,74.133,46.72,14879,No,46720,1,-1
74.278,46.72,1088,74.133,46.72,14879,No,46720,1,-1
87.954,46.72,12179,74.278,46.72,1088,No,46720,1,-1
88.301,46.72,9479,74.278,46.72,1088,No,46720,1,-1
74.278,46.72,1088,88.65,46.72,6779,No,46720,1,-1
74.278,46.72,1088,88.973,46.72,4079,No,46720,1,-1
74.278,46.72,1088,88.973,46.72,4079,No,46720,1,-1
74.278,46.72,1088,88.973,46.72,5429,Yes,48180,1,1
74.278,46.72,1088,88.973,46.72,6779,Yes,49640,0,1
74.278,46.72,2438,88.973,46.72,6779,Yes,51100,1,1
74.278,46.72,2438,88.973,46.72,8129,Yes,52560,0,1
74.278,46.72,3788,88.973,46.72,8129,Yes,54020,1,1
74.278,46.72,3788,88.973,46.72,9479,Yes,55480,0,1
74.278,46.72,5138,88.973,46.72,9479,Yes,56940,1,1
74.278,46.72,5138,88.973,46.72,10829,Yes,58400,0,1
74.278,46.72,6488,88.973,46.72,10829,Yes,59860,1,1
74.278,46.72,6488,88.973,46.72,12179,Yes,61320,0,1
74.278,46.72,7838,88.973,46.72,12179,Yes,62780,1,1
74.278,46.72,7838,88.973,46.72,13529,Yes,64240,0,1
74.278,46.72,9188,88.973,46.72,13529,Yes,65700,1,1
74.278,46.72,9188,88.973,46.72,14879,Yes,67160,0,1
74.278,46.72,10538,88.973,46.72,14879,Yes,68620,1,1
74.278,46.72,10538,88.973,46.72,16229,Yes,70080,0,1
74.278,46.72,11888,88.973,46.72,16229,Yes,71540,1,1
74.278,46.72,11888,88.973,46.72,17579,Yes,73000,0,1
74.278,46.72,13238,88.973,46.72,17579,Yes,74460,1,1
74.278,46.72,13238,88.973,46.72,18929,Yes,75920,0,1
74.278,46.72,14588,88.973,46.72,18929,Yes,77380,1,1
74.278,46.72,14588,88.973,46.72,20279,Yes,78840,0,1
74.278,46.72,15938,88.973,46.72,20279,Yes,80300,1,1
74.278,46.72,15938,88.973,46.72,21629,Yes,81760,0,1
74.278,46.72,17288,88.973,46.72,21629,Yes,83220,1,1
74.278,46.72,17288,88.973,46.72,22979,Yes,84680,0,1
74.278,46.72,18638,88.973,46.72,22979,Yes,86140,1,1
74.278,46.72,18638,88.973,46.72,24329,Yes,87600,0,1
74.278,46.72,19988,88.973,46.72,24329,Yes,89060,1,1
88.973,46.72,25679,74.278,46.72,19988,Yes,90520,0,1
74.278,46.72,19988,88.973,46.72,27029,Yes,91980,1,1
74.278,46.72,19988,88.973,46.72,28379,Yes,93440,0,1
74.278,46.72,21338,88.973,46.72,28379,Yes,94900,1,1
74.278,46.72,21338,88.973,46.72,29729,Yes,96360,0,1
74.278,46.72,22688,88.973,46.72,29729,Yes,97820,1,1
74.278,46.72,22688,88.973,46.72,31079,Yes,99280,0,1
74.278,46.72,24038,88.973,46.72,31079,Yes,100740,1,1
74.278,46.72,24038,88.973,46.72,32429,Yes,102200,0,1
74.278,46.72,25388,88.973,46.72,32429,Yes,103660,1,1
74.278,46.72,25388,88.973,46.72,33779,Yes,105120,0,1
74.278,46.72,26738,88.973,46.72,33779,Yes,106580,1,1
74.278,46.72,26738,88.973,46.72,35129,Yes,108040,0,1
74.278,46.72,28088,88.973,46.72,35129,Yes,109500,1,1
74.278,46.72,28088,88.973,46.72,36479,Yes,110960,0,1
74.278,46.72,29156,88.973,46.72,36479,Yes,112420,1,1
74.278,46.72,29156,88.973,46.72,36508,Yes,113880,0,1
74.278,46.72,29156,88.973,46.72,36508,No,113880,1,-1
74.278,46.72,29156,89.492,49.64,33808,No,113880,1,-1
74.278,46.72,29156,89.492,49.64,33808,No,113880,1,-1
74.278,46.72,29156,89.446,52.56,32429,Yes,115340,1,1
74.278,46.72,29156,89.446,52.56,32429,No,115340,0,-1
89.446,52.56,32429,74.278,46.72,29156,Yes,116800,0,1
74.278,48.18,28068,89.446,52.56,32429,No,116800,1,-1
72.189,51.1,25368,89.446,52.56,32429,No,116800,1,-1
72.243,51.1,22668,89.446,52.56,32429,Yes,118260,1,1
72.243,51.1,22668,89.446,52.56,32465,Yes,119720,0,1
72.601,51.1,19968,89.446,52.56,32465,No,119720,1,-1
89.446,52.56,32465,72.864,51.1,17268,No,119720,1,-1
89.446,52.56,32465,73.403,51.1,14568,No,119720,1,-1
73.597,51.1,11868,89.446,52.56,32465,No,119720,1,-1
74.035,51.1,9168,89.446,52.56,32465,No,119720,1,-1
74.369,51.1,6468,89.446,52.56,32465,No,119720,1,-1
74.608,51.1,3768,89.446,52.56,32465,No,119720,1,-1
75.038,51.1,1068,89.446,52.56,32465,No,119720,1,-1
75.038,51.1,1068,87.666,55.48,29765,No,119720,1,-1
75.038,51.1,1068,87.803,56.94,27065,No,119720,1,-1
75.038,51.1,1068,88.018,56.94,24365,No,119720,1,-1
75.038,51.1,1068,88.355,56.94,21665,No,119720,1,-1
75.038,51.1,1068,88.647,56.94,18965,No,119720,1,-1
75.038,51.1,1068,88.647,56.94,18965,No,119720,1,-1
75.038,51.1,1068,88.647,56.94,20315,Yes,121180,1,1
75.038,51.1,1068,88.647,56.94,21665,Yes,122640,0,1
88.647,56.94,21665,75.038,51.1,2418,Yes,124100,1,1
75.038,51.1,3768,88.647,56.94,21665,Yes,125560,0,1
75.038,51.1,5118,88.647,56.94,21665,Yes,127020,1,1
88.647,56.94,23015,75.038,51.1,5118,Yes,128480,0,1
75.038,51.1,5118,88.647,56.94,24365,Yes,129940,1,1
75.038,51.1,5118,88.647,56.94,25715,Yes,131400,0,1
75.038,51.1,6468,88.647,56.94,25715,Yes,132860,1,1
75.038,51.1,6468,88.647,56.94,27065,Yes,134320,0,1
75.038,51.1,7818,88.647,56.94,27065,Yes,135780,1,1
75.038,51.1,7818,88.647,56.94,28415,Yes,137240,0,1
75.038,51.1,9168,88.647,56.94,28415,Yes,138700,1,1
88.647,56.94,29765,75.038,51.1,9168,Yes,140160,0,1
75.038,51.1,9168,88.647,56.94,31115,Yes,141620,1,1
88.647,56.94,32465,75.038,51.1,9168,Yes,143080,0,1
88.647,56.94,33815,75.038,51.1,9168,Yes,144540,1,1
88.647,56.94,33815,75.038,51.1,10518,Yes,146000,0,1
75.038,51.1,10518,88.647,56.94,35165,Yes,147460,1,1
75.038,51.1,10518,88.647,56.94,36515,Yes,148920,0,1
88.647,56.94,36515,75.038,51.1,11868,Yes,150380,1,1
75.038,51.1,13218,88.647,56.94,36515,Yes,151840,0,1
75.038,51.1,14568,88.647,56.94,36515,Yes,153300,1,1
75.038,51.1,14568,88.647,56.94,37865,Yes,154760,0,1
75.038,51.1,15918,88.647,56.94,37865,Yes,156220,1,1
75.038,51.1,15918,88.647,56.94,39215,Yes,157680,0,1
75.038,51.1,17268,88.647,56.94,39215,Yes,159140,1,1
75.038,51.1,17268,88.647,56.94,40565,Yes,160600,0,1
75.038,51.1,18618,88.647,56.94,40565,Yes,162060,1,1
75.038,51.1,18618,88.647,56.94,41915,Yes,163520,0,1
75.038,51.1,19968,88.647,56.94,41915,Yes,164980,1,1
75.038,51.1,19968,88.647,56.94,43265,Yes,166440,0,1
75.038,51.1,21318,88.647,56.94,43265,Yes,167900,1,1
75.038,51.1,21318,88.647,56.94,44615,Yes,169360,0,1
75.038,51.1,22668,88.647,56.94,44615,Yes,170820,1,1
75.038,51.1,22668,88.647,56.94,45965,Yes,172280,0,1
75.038,51.1,24018,88.647,56.94,45965,Yes,173740,1,1
75.038,51.1,24018,88.647,56.94,47315,Yes,175200,0,1
75.038,51.1,25368,88.647,56.94,47315,Yes,176660,1,1
75.038,51.1,25368,88.647,56.94,48665,Yes,178120,0,1
75.038,51.1,26718,88.647,56.94,48665,Yes,179580,1,1
75.038,51.1,26718,88.647,56.94,50015,Yes,181040,0,1
75.038,51.1,28068,88.647,56.94,50015,Yes,182500,1,1
75.038,51.1,28068,88.647,56.94,51365,Yes,183960,0,1
75.038,51.1,29418,88.647,56.94,51365,Yes,185420,1,1
75.038,51.1,29418,88.647,56.94,52715,Yes,186880,0,1
75.038,51.1,30768,88.647,56.94,52715,Yes,188340,1,1
88.647,56.94,54065,75.038,51.1,30768,Yes,189800,0,1
75.038,51.1,30768,88.647,56.94,55415,Yes,191260,1,1
75.038,51.1,30768,88.647,56.94,56765,Yes,192720,0,1
88.647,56.94,56765,75.038,51.1,32118,Yes,194180,1,1
75.038,51.1,33468,88.647,56.94,56765,Yes,195640,0,1
75.038,51.1,34818,88.647,56.94,56765,Yes,197100,1,1
75.038,52.56,51300,91.315,65.7,39215,Yes,220460,0,1
75.038,52.56,51300,91.315,65.7,39186,No,220460,1,-1
71.917,55.48,48600,91.315,65.7,39186,Yes,221920,1,1
72.256,58.4,45900,91.315,65.7,39186,No,221920,0,-1
72.668,61.32,43200,91.315,65.7,39186,No,221920,0,-1
72.726,64.24,40500,91.315,65.7,39186,No,221920,0,-1
73.288,67.16,37800,91.315,65.7,39186,No,221920,0,-1
73.821,70.08,35100,91.315,65.7,39186,No,221920,0,-1
74,70.08,32400,91.315,65.7,39186,No,221920,0,-1
74.286,70.08,29700,91.315,65.7,39186,No,221920,0,-1
74.658,70.08,27000,91.315,65.7,39186,No,221920,0,-1
74.998,70.08,24300,91.315,65.7,39186,No,221920,0,-1
75.4,70.08,21600,91.315,65.7,39186,No,221920,0,-1
75.748,70.08,18900,91.315,65.7,39186,No,221920,0,-1
76.194,70.08,16200,91.315,65.7,39186,No,221920,0,-1
76.786,70.08,13500,91.315,65.7,39186,No,221920,0,-1
77.417,70.08,10800,91.315,65.7,39186,No,221920,0,-1
77.944,70.08,8100,91.315,65.7,39186,No,221920,0,-1
78.54,70.08,5400,91.315,65.7,39186,No,221920,0,-1
79.214,70.08,2700,91.315,65.7,39186,No,221920,0,-1
79.214,70.08,2700,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,No,221920,0,-1
79.736,70.08,0,91.315,65.7,39186,Yes,223380,0,1
79.736,70.08,0,87.418,65.7,37800,No,223380,1,-1
79.736,70.08,0,87.662,65.7,35100,No,223380,1,-1
79.736,70.08,0,88.195,65.7,32400,No,223380,1,-1
79.736,70.08,0,88.521,65.7,29700,No,223380,1,-1
79.736,70.08,0,89.015,65.7,27000,No,223380,1,-1
89.476,65.7,24300,79.736,70.08,0,No,223380,1,-1
79.736,70.08,0,89.911,65.7,21600,No,223380,1,-1
79.736,70.08,0,90.162,65.7,18900,No,223380,1,-1
90.514,65.7,16200,79.736,70.08,0,No,223380,1,-1
79.736,70.08,0,90.868,65.7,13500,No,223380,1,-1
79.736,70.08,0,91.156,65.7,10800,No,223380,1,-1
79.736,70.08,0,91.156,65.7,10800,No,223380,1,-1
79.736,70.08,0,91.156,65.7,12150,Yes,224840,1,1
79.736,70.08,0,91.156,65.7,13500,Yes,226300,0,1
79.736,70.08,1350,91.156,65.7,13500,Yes,227760,1,1
79.736,70.08,1350,91.156,65.7,14850,Yes,229220,0,1
79.736,70.08,2700,91.156,65.7,14850,Yes,230680,1,1
79.736,70.08,2700,91.156,65.7,16200,Yes,232140,0,1
79.736,70.08,4050,91.156,65.7,16200,Yes,233600,1,1
79.736,70.08,4050,91.156,65.7,17550,Yes,235060,0,1
79.736,70.08,5400,91.156,65.7,17550,Yes,236520,1,1
79.736,70.08,5400,91.156,65.7,18900,Yes,237980,0,1
79.736,70.08,6750,91.156,65.7,18900,Yes,239440,1,1
91.156,65.7,20250,79.736,70.08,6750,Yes,240900,0,1
79.736,70.08,6750,91.156,65.7,21600,Yes,242360,1,1
79.736,70.08,6750,91.156,65.7,22950,Yes,243820,0,1
79.736,70.08,8100,91.156,65.7,22950,Yes,245280,1,1
79.736,70.08,8100,91.156,65.7,24300,Yes,246740,0,1
79.736,70.08,9450,91.156,65.7,24300,Yes,248200,1,1
79.736,70.08,9450,91.156,65.7,25650,Yes,249660,0,1
79.736,70.08,10800,91.156,65.7,25650,Yes,251120,1,1
79.736,70.08,10800,91.156,65.7,27000,Yes,252580,0,1
79.736,70.08,12150,91.156,65.7,27000,Yes,254040,1,1
79.736,70.08,12150,91.156,65.7,28350,Yes,255500,0,1
79.736,70.08,13500,91.156,65.7,28350,Yes,256960,1,1
91.156,65.7,29700,79.736,70.08,13500,Yes,258420,0,1
79.736,70.08,13500,91.156,65.7,31050,Yes,259880,1,1
79.736,70.08,13500,91.156,65.7,32400,Yes,261340,0,1
79.736,70.08,14850,91.156,65.7,32400,Yes,262800,1,1
79.736,70.08,14850,91.156,65.7,33750,Yes,264260,0,1
79.736,70.08,16200,91.156,65.7,33750,Yes,265720,1,1
79.736,70.08,16200,91.156,65.7,35100,Yes,267180,0,1
91.156,65.7,35100,79.736,70.08,17550,Yes,268640,1,1
79.736,70.08,18900,91.156,65.7,35100,Yes,270100,0,1
79.736,70.08,20250,91.156,65.7,35100,Yes,271560,1,1
79.736,70.08,20250,91.156,65.7,36450,Yes,273020,0,1
79.736,70.08,21600,91.156,65.7,36450,Yes,274480,1,1
79.736,70.08,21600,91.156,65.7,37800,Yes,275940,0,1
79.736,70.08,22950,91.156,65.7,37800,Yes,277400,1,1
79.736,70.08,22950,91.156,65.7,39150,Yes,278860,0,1
91.156,65.7,39150,79.736,70.08,24300,Yes,280320,1,1
79.736,70.08,25650,91.156,65.7,39150,Yes,281780,0,1
79.736,70.08,27000,91.156,65.7,39150,Yes,283240,1,1
79.736,70.08,27000,91.156,65.7,40500,Yes,284700,0,1
79.736,70.08,28350,91.156,65.7,40500,Yes,286160,1,1
79.736,70.08,28350,91.156,65.7,41850,Yes,287620,0,1
79.736,70.08,29700,91.156,65.7,41850,Yes,289080,1,1
79.736,70.08,29700,91.156,65.7,43200,Yes,290540,0,1
79.736,70.08,31050,91.156,65.7,43200,Yes,292000,1,1
91.156,65.7,44550,79.736,70.08,31050,Yes,293460,0,1
79.736,70.08,31050,91.156,65.7,45900,Yes,294920,1,1
79.736,70.08,31050,91.156,65.7,47250,Yes,296380,0,1
79.736,70.08,32400,91.156,65.7,47250,Yes,297840,1,1
79.736,70.08,32400,91.156,65.7,48600,Yes,299300,0,1
91.156,65.7,48600,79.736,70.08,33750,Yes,300760,1,1
79.736,70.08,35100,91.156,65.7,48600,Yes,302220,0,1
79.736,70.08,36450,91.156,65.7,48600,Yes,303680,1,1
79.736,70.08,36450,91.156,65.7,49950,Yes,305140,0,1
79.736,70.08,37800,91.156,65.7,49950,Yes,306600,1,1
79.736,70.08,37800,91.156,65.7,51300,Yes,308060,0,1
79.736,70.08,39150,91.156,65.7,51300,Yes,309520,1,1
79.736,70.08,39150,91.156,65.7,52650,Yes,310980,0,1
79.736,70.08,40500,91.156,65.7,52650,Yes,312440,1,1
79.736,70.08,40500,91.156,65.7,54000,Yes,313900,0,1
79.736,70.08,41850,91.156,65.7,54000,Yes,315360,1,1
79.736,70.08,41850,91.156,65.7,55350,Yes,316820,0,1
79.736,70.08,43200,91.156,65.7,55350,Yes,318280,1,1
79.736,70.08,43200,91.156,65.7,56700,Yes,319740,0,1
79.736,70.08,44550,91.156,65.7,56700,Yes,321200,1,1
79.736,70.08,44550,91.156,65.7,58050,Yes,322660,0,1
79.736,70.08,45900,91.156,65.7,58050,Yes,324120,1,1
79.736,70.08,45900,91.156,65.7,59400,Yes,325580,0,1
79.736,70.08,47250,91.156,65.7,59400,Yes,327040,1,1
91.156,65.7,60750,79.736,70.08,47250,Yes,328500,0,1
79.736,70.08,47250,91.156,65.7,62100,Yes,329960,1,1
79.736,70.08,47250,91.156,65.7,63450,Yes,331420,0,1
79.736,70.08,48600,91.156,65.7,63450,Yes,332880,1,1
79.736,70.08,48600,91.156,65.7,64800,Yes,334340,0,1
79.736,70.08,49950,91.156,65.7,64800,Yes,335800,1,1
82.661,119.72,37873,87.582,65.7,63450,Yes,416100,0,1
87.986,65.7,60750,82.661,119.72,37873,No,416100,1,-1
82.661,119.72,37873,87.986,65.7,60750,No,416100,1,-1
82.661,119.72,37873,88.338,65.7,58050,No,416100,1,-1
82.661,119.72,37873,88.338,65.7,58050,No,416100,1,-1
88.338,65.7,58086,82.661,119.72,37873,Yes,417560,1,1
82.661,119.72,37873,88.728,65.7,55386,No,417560,0,-1
82.661,119.72,37873,88.728,65.7,55386,No,417560,0,-1
82.661,119.72,37873,89.16,65.7,52686,No,417560,0,-1
82.661,119.72,37873,89.16,65.7,52686,No,417560,0,-1
82.661,119.72,37873,89.553,65.7,49986,No,417560,0,-1
82.661,119.72,37873,89.553,65.7,49986,No,417560,0,-1
82.661,119.72,37873,89.898,65.7,47286,No,417560,0,-1
82.661,119.72,37873,89.898,65.7,47286,No,417560,0,-1
82.661,119.72,37873,90.37,65.7,44586,No,417560,0,-1
82.661,119.72,37873,90.37,65.7,44586,No,417560,0,-1
90.755,65.7,41886,82.661,119.72,37873,No,417560,0,-1
82.661,119.72,37873,90.755,65.7,41886,No,417560,0,-1
82.661,119.72,37873,90.999,65.7,39186,No,417560,0,-1
82.661,119.72,37873,90.999,65.7,39186,No,417560,0,-1
91.292,65.7,36486,82.661,119.72,37873,No,417560,0,-1
82.661,119.72,37873,91.292,65.7,36486,No,417560,0,-1
82.661,119.72,37873,91.659,65.7,33786,No,417560,0,-1
82.661,119.72,37873,91.659,65.7,33786,No,417560,0,-1
82.661,119.72,37873,92.098,65.7,31086,No,417560,0,-1
82.661,119.72,37873,92.098,65.7,31086,No,417560,0,-1
82.661,119.72,37873,92.53,65.7,28386,No,417560,0,-1
82.661,119.72,37873,92.53,65.7,28386,No,417560,0,-1
82.661,119.72,37873,92.789,65.7,25686,No,417560,0,-1
82.661,119.72,37873,92.789,65.7,25686,No,417560,0,-1
82.661,119.72,37873,92.789,65.7,25686,No,417560,0,-1
82.661,119.72,37873,93.242,65.7,22986,No,417560,0,-1
82.661,119.72,37873,93.242,65.7,22986,No,417560,0,-1
82.661,119.72,37873,93.242,65.7,22986,No,417560,0,-1
93.242,65.7,22986,82.661,119.72,39223,Yes,419020,0,1
82.661,119.72,39223,93.242,65.7,24336,Yes,420480,1,1
82.661,119.72,39223,93.242,65.7,25686,Yes,421940,0,1
93.242,65.7,25686,82.661,119.72,40573,Yes,423400,1,1
82.661,119.72,41923,93.242,65.7,25686,Yes,424860,0,1
82.661,119.72,43273,93.242,65.7,25686,Yes,426320,1,1
82.661,119.72,43273,93.242,65.7,27036,Yes,427780,0,1
82.661,119.72,44623,93.242,65.7,27036,Yes,429240,1,1
82.661,119.72,44623,93.242,65.7,28386,Yes,430700,0,1
82.661,119.72,45973,93.242,65.7,28386,Yes,432160,1,1
82.661,119.72,45973,93.242,65.7,29736,Yes,433620,0,1
82.661,119.72,47323,93.242,65.7,29736,Yes,435080,1,1
82.661,119.72,47323,93.242,65.7,31086,Yes,436540,0,1
93.242,65.7,31086,82.661,119.72,48673,Yes,438000,1,1
82.661,119.72,50023,93.242,65.7,31086,Yes,439460,0,1
82.661,119.72,51373,93.242,65.7,31086,Yes,440920,1,1
82.661,119.72,51373,93.242,65.7,32436,Yes,442380,0,1
93.242,65.7,32436,82.661,119.72,52723,Yes,443840,1,1
82.661,119.72,54073,93.242,65.7,32436,Yes,445300,0,1
82.661,119.72,55423,93.242,65.7,32436,Yes,446760,1,1
82.661,119.72,55423,93.242,65.7,33786,Yes,448220,0,1
82.661,119.72,56773,93.242,65.7,33786,Yes,449680,1,1
82.661,119.72,56773,93.242,65.7,35136,Yes,451140,0,1
82.661,119.72,58123,93.242,65.7,35136,Yes,452600,1,1
82.661,119.72,58123,93.242,65.7,36486,Yes,454060,0,1
82.661,119.72,59473,93.242,65.7,36486,Yes,455520,1,1
82.661,119.72,59473,93.242,65.7,37836,Yes,456980,0,1
82.661,119.72,60823,93.242,65.7,37836,Yes,458440,1,1
82.661,119.72,60823,93.242,65.7,39186,Yes,459900,0,1
82.661,119.72,62173,93.242,65.7,39186,Yes,461360,1,1
82.661,119.72,62173,93.242,65.7,40536,Yes,462820,0,1
82.661,119.72,63523,93.242,65.7,40536,Yes,464280,1,1
82.661,119.72,63523,93.242,65.7,41886,Yes,465740,0,1
82.661,119.72,64873,93.242,65.7,41886,Yes,467200,1,1
82.661,119.72,64873,93.242,65.7,43236,Yes,468660,0,1
82.661,119.72,66223,93.242,65.7,43236,Yes,470120,1,1
82.661,119.72,66223,93.242,65.7,44586,Yes,471580,0,1
82.661,119.72,67573,93.242,65.7,44586,Yes,473040,1,1
82.661,119.72,67573,93.242,65.7,45936,Yes,474500,0,1
82.661,119.72,68923,93.242,65.7,45936,Yes,475960,1,1
82.661,119.72,68923,93.242,65.7,47286,Yes,477420,0,1
82.661,119.72,70273,93.242,65.7,47286,Yes,478880,1,1
82.661,119.72,70273,93.242,65.7,48636,Yes,480340,0,1
93.242,65.7,48636,82.661,119.72,71623,Yes,481800,1,1
93.242,65.7,48636,82.661,119.72,72973,Yes,483260,0,1
82.661,119.72,72973,93.242,65.7,49986,Yes,484720,1,1
82.661,119.72,72973,93.242,65.7,51336,Yes,486180,0,1
82.661,119.72,74323,93.242,65.7,51336,Yes,487640,1,1
82.661,119.72,74323,93.242,65.7,52686,Yes,489100,0,1
82.661,119.72,75673,93.242,65.7,52686,Yes,490560,1,1
82.661,119.72,75673,93.242,65.7,54036,Yes,492020,0,1
93.242,65.7,54036,82.661,119.72,77023,Yes,493480,1,1
93.242,65.7,54036,82.661,119.72,78373,Yes,494940,0,1
82.661,119.72,78373,93.242,65.7,55386,Yes,496400,1,1
82.661,119.72,78373,93.242,65.7,56736,Yes,497860,0,1
82.661,119.72,79723,93.242,65.7,56736,Yes,499320,1,1
82.661,119.72,79723,93.242,65.7,58086,Yes,500780,0,1
82.661,119.72,81073,93.242,65.7,58086,Yes,502240,1,1
82.661,119.72,81073,93.242,65.7,59436,Yes,503700,0,1
82.661,119.72,82423,93.242,65.7,59436,Yes,505160,1,1
82.661,119.72,82423,93.242,65.7,60786,Yes,506620,0,1
82.661,119.72,83773,93.242,65.7,60786,Yes,508080,1,1
82.661,119.72,83773,93.242,65.7,62136,Yes,509540,0,1
82.661,119.72,85123,93.242,65.7,62136,Yes,511000,1,1
82.661,119.72,85123,93.242,65.7,63486,Yes,512460,0,1
82.661,119.72,86473,93.242,65.7,63486,Yes,513920,1,1
82.661,119.72,86473,93.242,65.7,64836,Yes,515380,0,1
82.661,119.72,87823,93.242,65.7,64836,Yes,516840,1,1
82.246,237.98,201045,87.359,65.7,64800,Yes,784020,0,1
82.908,240.9,198345,87.359,65.7,64800,No,784020,1,-1
87.581,65.7,62100,82.908,240.9,198345,No,784020,1,-1
83.641,243.82,195645,87.581,65.7,62100,No,784020,1,-1
88.256,65.7,59400,83.641,243.82,195645,No,784020,1,-1
84.045,246.74,192945,88.256,65.7,59400,No,784020,1,-1
84.045,246.74,192945,88.087,65.7,56700,No,784020,1,-1
84.688,249.66,190245,88.087,65.7,56700,No,784020,1,-1
84.688,249.66,190245,88.39,65.7,54000,No,784020,1,-1
84.688,249.66,190245,88.678,65.7,51300,No,784020,1,-1
85.239,252.58,187545,88.678,65.7,51300,No,784020,1,-1
85.239,252.58,187545,88.678,65.7,51300,No,784020,1,-1
85.239,252.58,187545,89.149,65.7,48600,No,784020,1,-1
85.239,252.58,187545,89.372,65.7,45900,No,784020,1,-1
89.372,65.7,45900,85.239,252.58,187545,No,784020,1,-1
85.239,252.58,187545,89.72,65.7,43200,No,784020,1,-1
85.239,252.58,187545,89.72,65.7,43200,No,784020,1,-1
85.239,252.58,187545,90.007,65.7,40500,No,784020,1,-1
85.239,252.58,187545,90.007,65.7,40500,No,784020,1,-1
85.239,252.58,187545,90.317,65.7,37800,No,784020,1,-1
85.239,252.58,187545,90.317,65.7,37800,No,784020,1,-1
85.239,252.58,187545,90.681,65.7,35100,No,784020,1,-1
85.239,252.58,187545,90.681,65.7,35100,No,784020,1,-1
85.239,252.58,187545,90.934,65.7,32400,No,784020,1,-1
85.239,252.58,187545,90.934,65.7,32400,No,784020,1,-1
91.296,65.7,29700,85.239,252.58,187545,No,784020,1,-1
85.239,252.58,187545,91.296,65.7,29700,No,784020,1,-1
85.239,252.58,187545,91.588,65.7,27000,No,784020,1,-1
85.239,252.58,187545,91.588,65.7,27000,No,784020,1,-1
85.239,252.58,187545,91.909,65.7,24300,No,784020,1,-1
85.239,252.58,187545,91.909,65.7,24300,No,784020,1,-1
85.239,252.58,187545,91.909,65.7,24300,No,784020,1,-1
85.239,252.58,187545,91.909,65.7,25650,Yes,785480,1,1
85.239,252.58,187545,91.909,65.7,27000,Yes,786940,0,1
